date,opening_cash,customer_receipts,other_inflows,supplier_payments,payroll,operating_expenses,debt_service,capex,fx_payments,closing_cash,ar_due,ap_due,currency_exposure,data_updated_at,is_actual
2025-02-10,1281.32,9.69,0.83,5.0,15.46,2.0,0.0,0.0,0.95,1268.43,10.46,4.75,1.09,2026-06-27,True
2025-02-11,1268.43,9.8,1.2,4.55,0.0,2.32,0.0,0.0,2.9,1269.66,10.59,4.32,3.34,2026-06-27,True
2025-02-12,1269.66,9.35,1.72,3.81,0.0,2.48,0.0,0.0,0.85,1273.59,10.1,3.62,0.97,2026-06-27,True
2025-02-13,1273.59,9.05,0.98,4.64,0.0,2.19,0.0,0.0,2.78,1274.01,9.78,4.4,3.2,2026-06-27,True
2025-02-14,1274.01,8.54,1.23,7.43,0.0,1.8,0.0,0.0,1.05,1273.5,9.22,8.47,1.2,2026-06-27,True
2025-02-15,1273.5,7.66,1.71,5.6,0.0,1.89,32.0,0.0,0.89,1242.49,8.27,5.32,1.02,2026-06-27,True
2025-02-16,1242.49,6.28,0.75,5.51,0.0,2.32,0.0,0.0,0.92,1240.76,6.78,5.24,1.06,2026-06-27,True
2025-02-17,1240.76,11.37,1.51,6.0,0.0,2.18,0.0,0.0,0.72,1244.73,12.28,5.7,0.83,2026-06-27,True
2025-02-18,1244.73,13.14,1.23,5.35,0.0,1.97,0.0,0.0,2.65,1249.13,14.19,5.08,3.05,2026-06-27,True
2025-02-19,1249.13,10.75,1.21,4.72,0.0,1.88,0.0,0.0,0.95,1253.52,11.61,4.49,1.09,2026-06-27,True
2025-02-20,1253.52,8.13,1.14,2.81,0.0,1.82,0.0,0.0,2.98,1255.19,8.78,2.67,3.43,2026-06-27,True
2025-02-21,1255.19,8.2,1.17,7.32,0.0,2.24,0.0,0.0,0.71,1254.28,8.85,8.34,0.82,2026-06-27,True
2025-02-22,1254.28,9.81,1.46,5.34,0.0,1.79,0.0,0.0,0.7,1257.72,10.6,5.07,0.81,2026-06-27,True
2025-02-23,1257.72,8.55,0.9,4.42,0.0,2.12,0.0,0.0,0.68,1259.95,9.23,4.2,0.79,2026-06-27,True
2025-02-24,1259.95,10.34,1.07,5.11,16.93,2.21,0.0,0.0,0.87,1246.23,11.17,4.86,1.0,2026-06-27,True
2025-02-25,1246.23,11.45,0.9,4.63,0.0,2.18,0.0,0.0,3.18,1248.58,12.37,4.4,3.66,2026-06-27,True
2025-02-26,1248.58,9.83,0.66,5.49,0.0,1.86,0.0,0.0,0.82,1250.91,10.62,5.21,0.94,2026-06-27,True
2025-02-27,1250.91,7.5,0.73,4.42,0.0,1.81,0.0,0.0,2.79,1250.12,8.1,4.2,3.21,2026-06-27,True
2025-02-28,1250.12,7.65,0.94,7.28,0.0,1.89,0.0,0.0,0.86,1248.67,8.26,8.3,0.99,2026-06-27,True
2025-03-01,1248.67,7.58,1.16,5.4,0.0,2.41,0.0,0.0,1.21,1248.4,8.19,5.13,1.4,2026-06-27,True
2025-03-02,1248.4,8.13,1.25,5.61,0.0,2.46,0.0,0.0,0.99,1248.71,8.78,5.33,1.13,2026-06-27,True
2025-03-03,1248.71,12.5,1.0,5.13,0.0,1.7,0.0,0.0,1.12,1254.25,13.5,4.88,1.29,2026-06-27,True
2025-03-04,1254.25,8.93,1.41,4.61,0.0,2.34,0.0,0.0,2.66,1254.97,9.64,4.38,3.06,2026-06-27,True
2025-03-05,1254.97,7.79,0.82,5.44,0.0,2.66,0.0,0.0,1.02,1254.45,8.41,5.17,1.18,2026-06-27,True
2025-03-06,1254.45,7.78,1.41,6.17,0.0,2.51,0.0,0.0,2.97,1252.0,8.4,5.86,3.42,2026-06-27,True
2025-03-07,1252.0,7.61,1.1,7.41,0.0,2.0,0.0,0.0,0.93,1250.38,8.22,8.45,1.07,2026-06-27,True
2025-03-08,1250.38,8.67,0.99,5.44,0.0,2.33,0.0,0.0,0.9,1251.36,9.36,5.17,1.04,2026-06-27,True
2025-03-09,1251.36,9.86,1.24,5.31,0.0,1.68,0.0,0.0,0.81,1254.66,10.65,5.05,0.93,2026-06-27,True
2025-03-10,1254.66,11.07,1.21,4.31,17.03,2.11,0.0,0.0,1.25,1242.23,11.95,4.1,1.44,2026-06-27,True
2025-03-11,1242.23,11.48,1.2,5.91,0.0,1.91,0.0,0.0,3.0,1244.08,12.4,5.62,3.46,2026-06-27,True
2025-03-12,1244.08,8.65,1.08,4.99,0.0,1.95,0.0,0.0,1.24,1245.65,9.34,4.74,1.42,2026-06-27,True
2025-03-13,1245.65,9.81,1.32,5.76,0.0,2.36,0.0,0.0,2.74,1245.92,10.6,5.48,3.15,2026-06-27,True
2025-03-14,1245.92,8.43,1.15,7.87,0.0,1.84,0.0,0.0,0.7,1245.1,9.11,8.97,0.81,2026-06-27,True
2025-03-15,1245.1,9.53,1.44,5.0,0.0,2.3,32.0,0.0,0.93,1215.84,10.3,4.75,1.07,2026-06-27,True
2025-03-16,1215.84,9.94,1.3,4.22,0.0,2.39,0.0,0.0,1.09,1219.38,10.74,4.0,1.26,2026-06-27,True
2025-03-17,1219.38,11.05,1.3,7.23,0.0,2.42,0.0,0.0,0.91,1221.16,11.94,6.87,1.05,2026-06-27,True
2025-03-18,1221.16,13.07,0.63,5.07,0.0,2.26,0.0,0.0,2.84,1224.69,14.11,4.82,3.27,2026-06-27,True
2025-03-19,1224.69,8.43,1.27,4.95,0.0,2.23,0.0,0.0,0.81,1226.41,9.11,4.7,0.93,2026-06-27,True
2025-03-20,1226.41,10.87,0.72,5.46,0.0,2.08,0.0,0.0,2.95,1227.51,11.74,5.18,3.39,2026-06-27,True
2025-03-21,1227.51,9.31,1.07,6.36,0.0,1.75,0.0,0.0,0.99,1228.78,10.05,7.25,1.14,2026-06-27,True
2025-03-22,1228.78,7.88,0.62,5.97,0.0,1.71,0.0,0.0,1.16,1228.45,8.51,5.68,1.33,2026-06-27,True
2025-03-23,1228.45,9.25,0.78,5.72,0.0,2.26,0.0,0.0,0.99,1229.52,9.99,5.44,1.14,2026-06-27,True
2025-03-24,1229.52,10.49,1.07,7.02,16.25,2.3,0.0,0.0,0.68,1214.83,11.33,6.67,0.78,2026-06-27,True
2025-03-25,1214.83,13.02,0.99,4.65,0.0,2.31,0.0,0.0,2.89,1218.99,14.06,4.42,3.32,2026-06-27,True
2025-03-26,1218.99,8.7,1.08,5.62,0.0,1.81,0.0,0.0,0.63,1220.71,9.4,5.33,0.73,2026-06-27,True
2025-03-27,1220.71,7.35,1.11,6.42,0.0,1.84,0.0,0.0,2.57,1218.35,7.94,6.1,2.95,2026-06-27,True
2025-03-28,1218.35,11.02,0.83,7.16,0.0,1.87,0.0,0.0,0.97,1220.19,11.9,8.17,1.12,2026-06-27,True
2025-03-29,1220.19,9.17,0.59,4.15,0.0,1.96,0.0,0.0,1.06,1222.77,9.91,3.94,1.22,2026-06-27,True
2025-03-30,1222.77,8.62,1.17,5.2,0.0,2.45,0.0,0.0,1.27,1223.64,9.31,4.94,1.46,2026-06-27,True
2025-03-31,1223.64,10.47,1.08,4.74,0.0,2.22,0.0,0.0,0.72,1227.5,11.31,4.51,0.83,2026-06-27,True
2025-04-01,1227.5,10.78,1.43,5.24,0.0,1.97,0.0,0.0,2.84,1229.66,11.64,4.98,3.26,2026-06-27,True
2025-04-02,1229.66,7.13,1.05,5.57,0.0,2.07,0.0,0.0,0.86,1229.35,7.71,5.29,0.99,2026-06-27,True
2025-04-03,1229.35,9.39,1.05,5.31,0.0,2.11,0.0,0.0,3.08,1229.3,10.15,5.04,3.54,2026-06-27,True
2025-04-04,1229.3,10.11,0.7,6.64,0.0,2.27,0.0,0.0,1.18,1230.02,10.92,7.57,1.36,2026-06-27,True
2025-04-05,1230.02,10.32,1.5,3.29,0.0,2.43,0.0,0.0,0.69,1235.43,11.14,3.13,0.79,2026-06-27,True
2025-04-06,1235.43,8.69,0.88,5.49,0.0,2.25,0.0,0.0,1.0,1236.25,9.39,5.21,1.15,2026-06-27,True
2025-04-07,1236.25,12.42,1.54,5.28,16.35,2.02,0.0,0.0,0.86,1225.7,13.41,5.02,0.98,2026-06-27,True
2025-04-08,1225.7,10.26,1.15,4.93,0.0,1.88,0.0,0.0,3.09,1227.21,11.09,4.68,3.56,2026-06-27,True
2025-04-09,1227.21,7.85,1.45,4.46,0.0,2.1,0.0,0.0,0.84,1229.1,8.47,4.23,0.97,2026-06-27,True
2025-04-10,1229.1,7.31,1.14,6.46,0.0,2.01,0.0,0.0,3.22,1225.87,7.9,6.14,3.7,2026-06-27,True
2025-04-11,1225.87,7.21,1.04,6.58,0.0,1.6,0.0,0.0,1.11,1224.83,7.79,7.5,1.27,2026-06-27,True
2025-04-12,1224.83,9.38,1.0,5.94,0.0,2.13,0.0,0.0,0.99,1226.16,10.13,5.64,1.14,2026-06-27,True
2025-04-13,1226.16,8.17,1.71,5.32,0.0,2.31,0.0,0.0,1.08,1227.32,8.82,5.06,1.24,2026-06-27,True
2025-04-14,1227.32,11.18,1.09,5.14,0.0,2.0,0.0,0.0,1.12,1231.33,12.07,4.88,1.29,2026-06-27,True
2025-04-15,1231.33,11.74,1.45,3.04,0.0,2.27,32.0,0.0,2.84,1204.36,12.68,2.89,3.26,2026-06-27,True
2025-04-16,1204.36,8.81,1.28,8.05,0.0,2.09,0.0,0.0,1.04,1203.27,9.51,7.65,1.19,2026-06-27,True
2025-04-17,1203.27,9.15,0.95,5.21,0.0,1.98,0.0,0.0,2.94,1203.23,9.88,4.95,3.38,2026-06-27,True
2025-04-18,1203.23,7.92,0.61,7.24,0.0,2.19,0.0,0.0,0.86,1201.47,8.55,8.25,0.99,2026-06-27,True
2025-04-19,1201.47,8.11,1.56,4.76,0.0,2.23,0.0,0.0,1.01,1203.14,8.76,4.52,1.16,2026-06-27,True
2025-04-20,1203.14,7.65,1.01,6.05,0.0,2.13,0.0,0.0,0.81,1202.81,8.26,5.74,0.94,2026-06-27,True
2025-04-21,1202.81,11.76,1.2,4.76,16.21,2.09,0.0,0.0,1.39,1191.31,12.7,4.52,1.6,2026-06-27,True
2025-04-22,1191.31,11.2,0.91,5.43,0.0,1.97,0.0,0.0,2.82,1193.21,12.1,5.16,3.24,2026-06-27,True
2025-04-23,1193.21,8.48,1.2,3.7,0.0,1.8,0.0,0.0,0.69,1196.71,9.15,3.51,0.79,2026-06-27,True
2025-04-24,1196.71,9.91,1.0,4.23,0.0,2.08,0.0,0.0,2.77,1198.53,10.71,4.02,3.19,2026-06-27,True
2025-04-25,1198.53,9.52,1.06,8.15,0.0,2.4,0.0,0.0,0.82,1197.75,10.28,9.29,0.94,2026-06-27,True
2025-04-26,1197.75,8.51,0.64,5.92,0.0,2.27,0.0,0.0,0.97,1197.74,9.2,5.62,1.12,2026-06-27,True
2025-04-27,1197.74,6.69,1.65,5.66,0.0,2.14,0.0,0.0,0.92,1197.36,7.23,5.38,1.06,2026-06-27,True
2025-04-28,1197.36,11.46,1.33,5.44,0.0,2.17,0.0,0.0,0.99,1201.55,12.38,5.16,1.14,2026-06-27,True
2025-04-29,1201.55,9.32,1.15,6.68,0.0,2.1,0.0,0.0,2.86,1200.38,10.06,6.35,3.29,2026-06-27,True
2025-04-30,1200.38,9.13,0.81,5.88,0.0,2.23,0.0,0.0,1.25,1200.96,9.86,5.58,1.44,2026-06-27,True
2025-05-01,1200.96,8.83,1.62,4.54,0.0,1.77,0.0,0.0,2.82,1202.29,9.54,4.31,3.24,2026-06-27,True
2025-05-02,1202.29,9.47,1.29,8.27,0.0,2.13,0.0,0.0,1.14,1201.51,10.23,9.43,1.31,2026-06-27,True
2025-05-03,1201.51,8.27,1.18,4.94,0.0,2.23,0.0,0.0,0.76,1203.02,8.94,4.69,0.88,2026-06-27,True
2025-05-04,1203.02,8.95,0.95,4.98,0.0,2.2,0.0,0.0,0.95,1204.79,9.67,4.73,1.09,2026-06-27,True
2025-05-05,1204.79,12.78,0.87,3.9,16.21,1.93,0.0,0.0,1.08,1195.32,13.8,3.7,1.24,2026-06-27,True
2025-05-06,1195.32,11.67,1.26,5.77,0.0,2.14,0.0,0.0,2.78,1197.57,12.61,5.48,3.2,2026-06-27,True
2025-05-07,1197.57,7.59,1.25,4.8,0.0,1.95,0.0,0.0,1.07,1198.59,8.2,4.56,1.23,2026-06-27,True
2025-05-08,1198.59,8.11,1.05,6.02,0.0,1.86,0.0,0.0,3.05,1196.83,8.75,5.72,3.51,2026-06-27,True
2025-05-09,1196.83,8.64,1.35,7.45,0.0,2.3,0.0,0.0,0.88,1196.18,9.33,8.5,1.02,2026-06-27,True
2025-05-10,1196.18,8.4,0.77,4.59,0.0,2.41,0.0,0.0,0.9,1197.45,9.07,4.36,1.03,2026-06-27,True
2025-05-11,1197.45,5.87,1.39,5.94,0.0,1.77,0.0,0.0,1.04,1195.96,6.34,5.64,1.19,2026-06-27,True
2025-05-12,1195.96,9.24,1.11,5.41,0.0,2.13,0.0,0.0,1.0,1197.76,9.98,5.14,1.15,2026-06-27,True
2025-05-13,1197.76,12.14,1.2,5.58,0.0,2.09,0.0,0.0,2.88,1200.56,13.11,5.3,3.31,2026-06-27,True
2025-05-14,1200.56,7.45,1.1,5.15,0.0,2.05,0.0,0.0,0.74,1201.16,8.04,4.89,0.85,2026-06-27,True
2025-05-15,1201.16,8.86,1.01,5.16,0.0,2.2,32.0,0.0,2.89,1168.78,9.57,4.9,3.33,2026-06-27,True
2025-05-16,1168.78,10.01,1.21,8.12,0.0,2.47,0.0,0.0,0.98,1168.42,10.81,9.26,1.13,2026-06-27,True
2025-05-17,1168.42,7.18,1.28,6.57,0.0,2.0,0.0,0.0,0.98,1167.33,7.76,6.25,1.13,2026-06-27,True
2025-05-18,1167.33,10.85,1.07,5.95,0.0,2.21,0.0,0.0,1.16,1169.93,11.72,5.65,1.33,2026-06-27,True
2025-05-19,1169.93,12.52,1.38,4.46,17.09,1.96,0.0,0.0,1.03,1159.29,13.53,4.24,1.19,2026-06-27,True
2025-05-20,1159.29,11.03,1.08,6.0,0.0,1.64,0.0,0.0,2.56,1161.21,11.91,5.7,2.95,2026-06-27,True
2025-05-21,1161.21,10.4,0.69,5.25,0.0,2.3,0.0,0.0,1.06,1163.68,11.23,4.99,1.22,2026-06-27,True
2025-05-22,1163.68,9.06,0.78,6.18,0.0,1.55,0.0,0.0,3.02,1162.77,9.79,5.87,3.47,2026-06-27,True
2025-05-23,1162.77,9.74,1.06,7.19,0.0,2.04,0.0,0.0,0.78,1163.55,10.52,8.2,0.9,2026-06-27,True
2025-05-24,1163.55,7.66,1.59,5.93,0.0,2.62,0.0,0.0,1.11,1163.14,8.27,5.64,1.28,2026-06-27,True
2025-05-25,1163.14,7.83,1.24,4.83,0.0,1.91,0.0,0.0,0.94,1164.53,8.46,4.59,1.08,2026-06-27,True
2025-05-26,1164.53,10.83,1.46,5.38,0.0,1.72,0.0,0.0,0.9,1168.82,11.69,5.11,1.03,2026-06-27,True
2025-05-27,1168.82,7.71,1.01,5.19,0.0,2.34,0.0,0.0,2.57,1167.42,8.33,4.93,2.96,2026-06-27,True
2025-05-28,1167.42,9.47,1.19,6.21,0.0,2.56,0.0,0.0,0.8,1168.51,10.23,5.9,0.92,2026-06-27,True
2025-05-29,1168.51,10.72,0.76,5.68,0.0,2.69,0.0,0.0,2.53,1169.09,11.58,5.39,2.91,2026-06-27,True
2025-05-30,1169.09,8.48,1.09,7.57,0.0,1.73,0.0,0.0,1.06,1168.29,9.16,8.63,1.22,2026-06-27,True
2025-05-31,1168.29,9.33,1.0,4.33,0.0,1.83,0.0,0.0,1.25,1171.21,10.08,4.12,1.44,2026-06-27,True
2025-06-01,1171.21,6.39,0.63,5.15,0.0,2.3,0.0,0.0,1.11,1169.68,6.9,4.89,1.27,2026-06-27,True
2025-06-02,1169.68,13.4,1.08,4.38,16.64,1.58,0.0,0.0,1.33,1160.22,14.47,4.16,1.53,2026-06-27,True
2025-06-03,1160.22,11.31,1.11,2.43,0.0,2.37,0.0,0.0,2.96,1164.88,12.21,2.31,3.4,2026-06-27,True
2025-06-04,1164.88,8.68,1.25,5.02,0.0,2.19,0.0,0.0,0.75,1166.85,9.37,4.77,0.86,2026-06-27,True
2025-06-05,1166.85,8.59,0.99,5.53,0.0,1.82,0.0,0.0,2.85,1166.24,9.28,5.25,3.27,2026-06-27,True
2025-06-06,1166.24,6.83,0.97,8.22,0.0,2.15,0.0,0.0,1.14,1162.53,7.37,9.37,1.32,2026-06-27,True
2025-06-07,1162.53,9.13,1.55,6.35,0.0,2.27,0.0,0.0,0.7,1163.89,9.86,6.03,0.8,2026-06-27,True
2025-06-08,1163.89,9.23,0.99,6.01,0.0,1.93,0.0,0.0,0.88,1165.3,9.97,5.71,1.01,2026-06-27,True
2025-06-09,1165.3,14.64,1.1,5.87,0.0,2.68,0.0,0.0,1.05,1171.44,15.81,5.57,1.2,2026-06-27,True
2025-06-10,1171.44,12.05,1.01,4.42,0.0,1.72,0.0,0.0,2.94,1175.4,13.01,4.2,3.39,2026-06-27,True
2025-06-11,1175.4,8.02,1.0,5.75,0.0,1.95,0.0,0.0,0.84,1175.88,8.66,5.46,0.97,2026-06-27,True
2025-06-12,1175.88,9.2,1.01,5.11,0.0,1.8,0.0,0.0,2.82,1176.37,9.94,4.85,3.24,2026-06-27,True
2025-06-13,1176.37,6.74,1.22,7.29,0.0,1.91,0.0,0.0,0.9,1174.23,7.28,8.31,1.03,2026-06-27,True
2025-06-14,1174.23,9.81,1.4,5.89,0.0,2.25,0.0,0.0,0.91,1176.39,10.6,5.59,1.05,2026-06-27,True
2025-06-15,1176.39,8.13,0.97,6.0,0.0,1.87,32.0,0.0,0.84,1144.78,8.78,5.7,0.97,2026-06-27,True
2025-06-16,1144.78,10.98,1.24,5.31,15.56,2.07,0.0,0.0,0.9,1133.16,11.86,5.05,1.03,2026-06-27,True
2025-06-17,1133.16,9.06,0.9,5.98,0.0,2.37,0.0,0.0,2.98,1131.79,9.79,5.68,3.43,2026-06-27,True
2025-06-18,1131.79,8.06,1.18,4.48,0.0,2.36,0.0,0.0,0.87,1133.32,8.7,4.25,1.0,2026-06-27,True
2025-06-19,1133.32,8.54,0.94,4.28,0.0,2.47,0.0,0.0,2.72,1133.33,9.23,4.06,3.13,2026-06-27,True
2025-06-20,1133.33,7.24,1.27,7.59,0.0,2.01,0.0,0.0,0.96,1131.28,7.82,8.65,1.1,2026-06-27,True
2025-06-21,1131.28,7.53,1.34,6.24,0.0,1.93,0.0,0.0,0.9,1131.08,8.14,5.93,1.03,2026-06-27,True
2025-06-22,1131.08,7.24,1.15,4.03,0.0,1.73,0.0,0.0,1.16,1132.55,7.82,3.83,1.33,2026-06-27,True
2025-06-23,1132.55,11.92,1.14,5.48,0.0,2.0,0.0,0.0,0.67,1137.46,12.87,5.2,0.77,2026-06-27,True
2025-06-24,1137.46,11.74,1.05,5.68,0.0,2.46,0.0,0.0,2.89,1139.22,12.68,5.4,3.32,2026-06-27,True
2025-06-25,1139.22,8.94,0.96,4.94,0.0,1.86,0.0,0.0,0.85,1141.47,9.65,4.69,0.98,2026-06-27,True
2025-06-26,1141.47,11.09,0.76,5.27,0.0,2.17,0.0,0.0,2.85,1143.04,11.98,5.0,3.27,2026-06-27,True
2025-06-27,1143.04,11.29,1.28,9.41,0.0,2.54,0.0,0.0,0.46,1143.19,12.19,10.73,0.53,2026-06-27,True
2025-06-28,1143.19,9.01,1.28,4.23,0.0,1.99,0.0,0.0,0.91,1146.35,9.73,4.02,1.04,2026-06-27,True
2025-06-29,1146.35,7.72,0.89,5.75,0.0,2.31,0.0,0.0,0.9,1145.99,8.33,5.47,1.03,2026-06-27,True
2025-06-30,1145.99,11.97,0.63,5.44,16.2,2.21,0.0,0.0,0.96,1133.78,12.92,5.17,1.1,2026-06-27,True
2025-07-01,1133.78,11.42,1.12,5.1,0.0,2.15,0.0,0.0,2.65,1136.4,12.33,4.84,3.05,2026-06-27,True
2025-07-02,1136.4,7.95,0.71,5.88,0.0,2.41,0.0,0.0,0.98,1135.79,8.59,5.59,1.13,2026-06-27,True
2025-07-03,1135.79,8.87,0.91,5.39,0.0,2.29,0.0,0.0,3.06,1134.84,9.58,5.12,3.52,2026-06-27,True
2025-07-04,1134.84,9.06,1.12,7.44,0.0,2.09,0.0,0.0,0.8,1134.69,9.79,8.49,0.92,2026-06-27,True
2025-07-05,1134.69,10.05,1.24,4.62,0.0,2.49,0.0,0.0,0.93,1137.94,10.86,4.39,1.07,2026-06-27,True
2025-07-06,1137.94,7.32,1.02,6.49,0.0,1.92,0.0,0.0,0.84,1137.02,7.91,6.17,0.97,2026-06-27,True
2025-07-07,1137.02,11.02,0.79,6.09,0.0,2.0,0.0,0.0,1.0,1139.74,11.9,5.78,1.15,2026-06-27,True
2025-07-08,1139.74,10.68,1.55,4.14,0.0,1.96,0.0,0.0,2.93,1142.94,11.54,3.93,3.37,2026-06-27,True
2025-07-09,1142.94,9.45,1.36,6.33,0.0,1.91,0.0,0.0,0.68,1144.84,10.21,6.01,0.78,2026-06-27,True
2025-07-10,1144.84,8.44,1.14,5.34,0.0,2.21,0.0,0.0,3.07,1143.81,9.11,5.07,3.53,2026-06-27,True
