date,opening_cash,customer_receipts,other_inflows,supplier_payments,payroll,operating_expenses,debt_service,capex,fx_payments,closing_cash,ar_due,ap_due,currency_exposure,data_updated_at,is_actual
2025-01-26,733.81,11.56,1.04,4.64,0.0,2.36,0.0,0.0,1.04,738.36,12.48,4.41,1.77,2026-06-27,True
2025-01-27,738.36,13.73,0.79,6.21,17.01,1.94,0.0,0.0,1.29,726.43,14.83,5.9,2.19,2026-06-27,True
2025-01-28,726.43,14.06,0.91,6.5,0.0,1.98,0.0,0.0,3.25,729.67,15.19,6.17,5.53,2026-06-27,True
2025-01-29,729.67,11.15,0.81,7.02,0.0,1.86,0.0,0.0,0.68,732.08,12.05,6.67,1.15,2026-06-27,True
2025-01-30,732.08,10.54,1.49,4.46,0.0,1.83,0.0,0.0,3.32,734.5,11.38,4.24,5.65,2026-06-27,True
2025-01-31,734.5,10.62,1.1,6.89,0.0,2.0,0.0,0.0,0.95,736.37,11.47,7.86,1.61,2026-06-27,True
2025-02-01,736.37,10.81,1.08,5.55,0.0,1.78,0.0,0.0,0.94,739.98,11.67,5.27,1.6,2026-06-27,True
2025-02-02,739.98,10.61,0.94,5.59,0.0,2.11,0.0,0.0,1.04,742.8,11.46,5.32,1.76,2026-06-27,True
2025-02-03,742.8,13.33,0.7,5.3,0.0,1.83,0.0,0.0,1.24,748.45,14.39,5.03,2.11,2026-06-27,True
2025-02-04,748.45,11.5,1.12,4.62,0.0,1.8,0.0,0.0,3.34,751.31,12.42,4.39,5.68,2026-06-27,True
2025-02-05,751.31,9.89,1.34,7.25,0.0,2.05,0.0,0.0,1.08,752.16,10.69,6.89,1.84,2026-06-27,True
2025-02-06,752.16,10.28,1.06,7.35,0.0,2.31,0.0,0.0,3.32,750.52,11.1,6.98,5.65,2026-06-27,True
2025-02-07,750.52,9.7,1.34,7.11,0.0,2.35,0.0,0.0,0.93,751.18,10.47,8.1,1.58,2026-06-27,True
2025-02-08,751.18,9.88,1.27,5.31,0.0,1.75,0.0,0.0,1.13,754.15,10.67,5.05,1.91,2026-06-27,True
2025-02-09,754.15,9.73,1.07,7.88,0.0,2.03,0.0,0.0,0.81,754.21,10.51,7.49,1.39,2026-06-27,True
2025-02-10,754.21,11.9,0.7,6.49,16.57,2.19,0.0,0.0,0.93,740.63,12.85,6.16,1.58,2026-06-27,True
2025-02-11,740.63,13.45,0.7,5.38,0.0,2.42,0.0,0.0,3.64,743.34,14.52,5.11,6.19,2026-06-27,True
2025-02-12,743.34,10.14,1.42,6.4,0.0,1.56,0.0,0.0,1.4,745.55,10.95,6.08,2.38,2026-06-27,True
2025-02-13,745.55,10.23,1.18,5.28,0.0,2.48,0.0,0.0,3.28,745.92,11.05,5.01,5.58,2026-06-27,True
2025-02-14,745.92,10.41,0.97,8.81,0.0,2.41,0.0,0.0,1.03,745.06,11.25,10.05,1.74,2026-06-27,True
2025-02-15,745.06,8.72,0.87,5.14,0.0,2.12,32.0,0.0,1.12,714.26,9.42,4.89,1.91,2026-06-27,True
2025-02-16,714.26,9.46,1.64,4.51,0.0,1.92,0.0,0.0,1.07,717.85,10.22,4.28,1.82,2026-06-27,True
2025-02-17,717.85,12.46,0.91,5.0,0.0,1.87,0.0,0.0,1.33,723.02,13.46,4.75,2.27,2026-06-27,True
2025-02-18,723.02,13.35,0.73,5.16,0.0,2.29,0.0,0.0,3.25,726.38,14.42,4.9,5.53,2026-06-27,True
2025-02-19,726.38,8.8,1.35,5.79,0.0,2.08,0.0,0.0,0.98,727.68,9.51,5.5,1.67,2026-06-27,True
2025-02-20,727.68,11.83,1.46,4.97,0.0,2.46,0.0,0.0,3.49,730.05,12.78,4.72,5.93,2026-06-27,True
2025-02-21,730.05,9.88,1.18,8.75,0.0,2.45,0.0,0.0,0.56,729.35,10.67,9.97,0.96,2026-06-27,True
2025-02-22,729.35,9.5,1.01,6.82,0.0,1.94,0.0,0.0,0.92,730.17,10.26,6.48,1.56,2026-06-27,True
2025-02-23,730.17,12.18,1.12,5.54,0.0,1.8,0.0,0.0,1.18,734.95,13.15,5.26,2.01,2026-06-27,True
2025-02-24,734.95,13.59,0.77,4.67,15.69,2.63,0.0,0.0,1.19,725.14,14.68,4.43,2.02,2026-06-27,True
2025-02-25,725.14,13.52,1.61,5.88,0.0,1.72,0.0,0.0,3.3,729.37,14.6,5.59,5.62,2026-06-27,True
2025-02-26,729.37,12.15,1.07,4.99,0.0,2.46,0.0,0.0,1.05,734.09,13.12,4.74,1.79,2026-06-27,True
2025-02-27,734.09,9.27,1.27,5.98,0.0,2.27,0.0,0.0,3.16,733.22,10.02,5.68,5.37,2026-06-27,True
2025-02-28,733.22,10.18,1.11,8.3,0.0,2.38,0.0,0.0,1.33,732.5,10.99,9.46,2.26,2026-06-27,True
2025-03-01,732.5,10.78,1.17,4.92,0.0,2.57,0.0,0.0,0.54,736.42,11.64,4.68,0.92,2026-06-27,True
2025-03-02,736.42,9.68,0.86,5.26,0.0,2.05,0.0,0.0,0.54,739.1,10.45,5.0,0.92,2026-06-27,True
2025-03-03,739.1,12.69,0.98,5.62,0.0,1.68,0.0,0.0,0.83,744.64,13.7,5.34,1.41,2026-06-27,True
2025-03-04,744.64,12.1,1.37,6.72,0.0,2.3,0.0,0.0,3.47,745.62,13.07,6.38,5.91,2026-06-27,True
2025-03-05,745.62,10.63,1.2,6.1,0.0,1.99,0.0,0.0,1.2,748.15,11.48,5.8,2.05,2026-06-27,True
2025-03-06,748.15,9.16,1.09,6.85,0.0,2.74,0.0,0.0,2.88,745.93,9.89,6.51,4.89,2026-06-27,True
2025-03-07,745.93,9.71,0.98,7.87,0.0,2.19,0.0,0.0,0.75,745.8,10.49,8.98,1.28,2026-06-27,True
2025-03-08,745.8,9.67,1.15,4.72,0.0,2.13,0.0,0.0,0.88,748.9,10.45,4.48,1.49,2026-06-27,True
2025-03-09,748.9,12.15,0.91,5.85,0.0,2.14,0.0,0.0,1.27,752.69,13.12,5.56,2.16,2026-06-27,True
2025-03-10,752.69,11.88,1.37,6.35,16.31,2.08,0.0,0.0,0.83,740.36,12.83,6.03,1.41,2026-06-27,True
2025-03-11,740.36,11.02,0.97,6.76,0.0,1.89,0.0,0.0,3.14,740.56,11.9,6.42,5.35,2026-06-27,True
2025-03-12,740.56,10.77,1.07,4.82,0.0,2.51,0.0,0.0,0.98,744.08,11.63,4.58,1.67,2026-06-27,True
2025-03-13,744.08,10.68,1.68,5.1,0.0,2.04,0.0,0.0,3.35,745.95,11.54,4.84,5.7,2026-06-27,True
2025-03-14,745.95,9.97,1.22,8.17,0.0,2.13,0.0,0.0,1.19,745.64,10.76,9.32,2.02,2026-06-27,True
2025-03-15,745.64,9.08,0.97,5.79,0.0,1.85,32.0,0.0,1.31,714.74,9.8,5.5,2.23,2026-06-27,True
2025-03-16,714.74,11.41,1.08,6.07,0.0,2.42,0.0,0.0,1.25,717.5,12.32,5.77,2.12,2026-06-27,True
2025-03-17,717.5,13.17,1.14,6.52,0.0,1.89,0.0,0.0,0.81,722.59,14.22,6.19,1.38,2026-06-27,True
2025-03-18,722.59,12.64,1.66,6.9,0.0,2.59,0.0,0.0,3.14,724.25,13.65,6.55,5.35,2026-06-27,True
2025-03-19,724.25,9.59,1.23,5.6,0.0,2.2,0.0,0.0,0.65,726.61,10.35,5.32,1.1,2026-06-27,True
2025-03-20,726.61,10.58,0.59,7.36,0.0,2.01,0.0,0.0,3.43,724.98,11.43,6.99,5.83,2026-06-27,True
2025-03-21,724.98,12.46,1.3,8.49,0.0,2.12,0.0,0.0,1.13,727.0,13.45,9.67,1.92,2026-06-27,True
2025-03-22,727.0,10.17,0.81,5.46,0.0,2.01,0.0,0.0,0.98,729.53,10.98,5.19,1.67,2026-06-27,True
2025-03-23,729.53,9.68,0.64,6.16,0.0,1.91,0.0,0.0,1.16,730.62,10.45,5.86,1.96,2026-06-27,True
2025-03-24,730.62,13.0,0.59,5.63,16.05,1.63,0.0,0.0,1.21,719.69,14.04,5.34,2.05,2026-06-27,True
2025-03-25,719.69,11.53,0.89,7.79,0.0,1.88,0.0,0.0,3.35,719.1,12.46,7.4,5.7,2026-06-27,True
2025-03-26,719.1,10.2,1.44,6.57,0.0,1.84,0.0,0.0,1.34,721.01,11.02,6.24,2.27,2026-06-27,True
2025-03-27,721.01,10.6,1.58,5.95,0.0,2.11,0.0,0.0,3.05,722.09,11.45,5.65,5.18,2026-06-27,True
2025-03-28,722.09,9.73,0.67,8.78,0.0,1.75,0.0,0.0,1.14,720.82,10.51,10.01,1.93,2026-06-27,True
2025-03-29,720.82,11.16,1.17,6.47,0.0,2.16,0.0,0.0,0.92,723.6,12.06,6.15,1.57,2026-06-27,True
2025-03-30,723.6,7.96,1.17,5.96,0.0,2.37,0.0,0.0,0.85,723.56,8.6,5.66,1.45,2026-06-27,True
2025-03-31,723.56,13.57,1.26,6.32,0.0,2.3,0.0,0.0,0.99,728.77,14.65,6.0,1.69,2026-06-27,True
2025-04-01,728.77,12.89,1.02,6.07,0.0,1.78,0.0,0.0,3.31,731.52,13.92,5.77,5.62,2026-06-27,True
2025-04-02,731.52,11.73,0.86,5.04,0.0,1.94,0.0,0.0,1.28,735.85,12.66,4.78,2.17,2026-06-27,True
2025-04-03,735.85,12.55,1.23,5.29,0.0,1.71,0.0,0.0,3.39,739.24,13.55,5.02,5.77,2026-06-27,True
2025-04-04,739.24,10.02,1.35,7.79,0.0,1.99,0.0,0.0,0.77,740.05,10.82,8.88,1.32,2026-06-27,True
2025-04-05,740.05,11.28,1.0,5.87,0.0,2.27,0.0,0.0,1.16,743.03,12.18,5.57,1.98,2026-06-27,True
2025-04-06,743.03,10.05,0.78,4.8,0.0,1.98,0.0,0.0,1.17,745.91,10.86,4.56,1.99,2026-06-27,True
2025-04-07,745.91,12.97,0.93,5.8,16.12,1.91,0.0,0.0,0.92,735.06,14.01,5.51,1.56,2026-06-27,True
2025-04-08,735.06,12.95,1.07,4.68,0.0,1.9,0.0,0.0,3.2,739.29,13.98,4.45,5.43,2026-06-27,True
2025-04-09,739.29,10.18,1.31,5.93,0.0,2.08,0.0,0.0,0.98,741.79,10.99,5.64,1.66,2026-06-27,True
2025-04-10,741.79,10.27,0.94,6.45,0.0,2.25,0.0,0.0,3.45,740.84,11.09,6.13,5.86,2026-06-27,True
2025-04-11,740.84,11.79,1.12,8.24,0.0,1.84,0.0,0.0,0.66,743.01,12.73,9.39,1.12,2026-06-27,True
2025-04-12,743.01,11.92,1.36,6.52,0.0,2.14,0.0,0.0,0.98,746.65,12.88,6.2,1.67,2026-06-27,True
2025-04-13,746.65,9.96,1.46,6.77,0.0,2.25,0.0,0.0,1.15,747.9,10.76,6.43,1.96,2026-06-27,True
2025-04-14,747.9,12.85,0.73,5.31,0.0,2.4,0.0,0.0,0.94,752.83,13.88,5.05,1.6,2026-06-27,True
2025-04-15,752.83,11.52,1.11,5.22,0.0,2.1,32.0,0.0,3.12,723.01,12.44,4.96,5.31,2026-06-27,True
2025-04-16,723.01,7.94,1.26,6.39,0.0,2.71,0.0,0.0,1.06,722.05,8.58,6.07,1.81,2026-06-27,True
2025-04-17,722.05,8.48,1.36,5.51,0.0,2.2,0.0,0.0,3.51,720.67,9.16,5.23,5.97,2026-06-27,True
2025-04-18,720.67,9.29,1.02,9.69,0.0,1.83,0.0,0.0,1.16,718.29,10.03,11.04,1.98,2026-06-27,True
2025-04-19,718.29,9.81,1.66,5.86,0.0,2.41,0.0,0.0,1.0,720.49,10.6,5.57,1.7,2026-06-27,True
2025-04-20,720.49,8.2,0.98,5.12,0.0,1.72,0.0,0.0,0.95,721.88,8.85,4.87,1.62,2026-06-27,True
2025-04-21,721.88,12.95,0.77,5.54,16.7,2.09,0.0,0.0,1.26,710.01,13.99,5.26,2.14,2026-06-27,True
2025-04-22,710.01,11.3,1.01,4.57,0.0,1.84,0.0,0.0,3.61,712.29,12.2,4.34,6.14,2026-06-27,True
2025-04-23,712.29,10.01,0.99,4.68,0.0,2.31,0.0,0.0,1.16,715.13,10.81,4.45,1.98,2026-06-27,True
2025-04-24,715.13,10.12,1.0,4.31,0.0,2.21,0.0,0.0,3.51,716.22,10.93,4.1,5.96,2026-06-27,True
2025-04-25,716.22,8.85,1.55,7.14,0.0,2.08,0.0,0.0,1.01,716.39,9.56,8.13,1.72,2026-06-27,True
2025-04-26,716.39,10.35,1.06,6.98,0.0,2.41,0.0,0.0,0.94,717.47,11.18,6.63,1.59,2026-06-27,True
2025-04-27,717.47,10.81,0.87,6.95,0.0,1.88,0.0,0.0,1.31,719.02,11.67,6.6,2.22,2026-06-27,True
2025-04-28,719.02,13.01,1.29,5.1,0.0,2.24,0.0,0.0,0.89,725.08,14.05,4.85,1.52,2026-06-27,True
2025-04-29,725.08,13.14,0.89,5.48,0.0,2.3,0.0,0.0,3.33,728.0,14.19,5.21,5.67,2026-06-27,True
2025-04-30,728.0,8.59,1.43,5.65,0.0,2.25,0.0,0.0,1.26,728.86,9.27,5.36,2.14,2026-06-27,True
2025-05-01,728.86,10.37,0.99,6.2,0.0,2.55,0.0,0.0,3.02,728.44,11.2,5.89,5.14,2026-06-27,True
2025-05-02,728.44,11.05,1.12,10.58,0.0,1.78,0.0,0.0,1.03,727.22,11.93,12.06,1.74,2026-06-27,True
2025-05-03,727.22,9.75,1.4,7.43,0.0,2.21,0.0,0.0,0.82,727.92,10.53,7.06,1.39,2026-06-27,True
2025-05-04,727.92,11.44,0.8,6.46,0.0,2.15,0.0,0.0,1.08,730.47,12.36,6.14,1.83,2026-06-27,True
2025-05-05,730.47,12.34,1.3,6.54,15.92,1.66,0.0,0.0,0.82,719.18,13.33,6.21,1.4,2026-06-27,True
2025-05-06,719.18,11.39,1.13,5.67,0.0,2.37,0.0,0.0,3.35,720.3,12.3,5.39,5.7,2026-06-27,True
2025-05-07,720.3,11.34,1.19,5.88,0.0,1.96,0.0,0.0,0.62,724.38,12.25,5.59,1.05,2026-06-27,True
2025-05-08,724.38,8.64,0.96,6.19,0.0,2.59,0.0,0.0,3.54,721.66,9.33,5.88,6.02,2026-06-27,True
2025-05-09,721.66,11.66,1.03,8.03,0.0,2.12,0.0,0.0,1.09,723.12,12.6,9.15,1.84,2026-06-27,True
2025-05-10,723.12,10.17,1.2,6.34,0.0,1.95,0.0,0.0,0.95,725.26,10.98,6.02,1.62,2026-06-27,True
2025-05-11,725.26,9.38,1.15,4.95,0.0,2.0,0.0,0.0,0.92,727.92,10.13,4.7,1.57,2026-06-27,True
2025-05-12,727.92,13.26,1.4,5.46,0.0,1.77,0.0,0.0,0.83,734.51,14.32,5.19,1.42,2026-06-27,True
2025-05-13,734.51,12.12,1.41,7.06,0.0,2.31,0.0,0.0,3.3,735.37,13.09,6.71,5.61,2026-06-27,True
2025-05-14,735.37,9.46,1.16,7.71,0.0,1.66,0.0,0.0,1.02,735.6,10.22,7.32,1.74,2026-06-27,True
2025-05-15,735.6,12.52,1.07,5.71,0.0,2.07,32.0,0.0,3.44,705.98,13.52,5.43,5.85,2026-06-27,True
2025-05-16,705.98,12.29,0.95,7.89,0.0,1.84,0.0,0.0,1.17,708.31,13.27,9.0,1.99,2026-06-27,True
2025-05-17,708.31,9.96,0.84,5.28,0.0,2.28,0.0,0.0,1.18,710.37,10.76,5.01,2.01,2026-06-27,True
2025-05-18,710.37,12.05,0.98,6.02,0.0,1.95,0.0,0.0,0.96,714.47,13.02,5.72,1.63,2026-06-27,True
2025-05-19,714.47,13.81,1.16,6.32,16.42,1.77,0.0,0.0,1.18,703.75,14.91,6.01,2.0,2026-06-27,True
2025-05-20,703.75,12.25,1.21,5.14,0.0,1.31,0.0,0.0,3.01,707.74,13.23,4.88,5.12,2026-06-27,True
2025-05-21,707.74,11.33,1.29,5.35,0.0,2.47,0.0,0.0,1.21,711.33,12.23,5.09,2.06,2026-06-27,True
2025-05-22,711.33,10.76,1.03,6.45,0.0,2.36,0.0,0.0,3.02,711.29,11.62,6.13,5.13,2026-06-27,True
2025-05-23,711.29,10.12,1.03,8.15,0.0,2.32,0.0,0.0,0.85,711.1,10.93,9.3,1.45,2026-06-27,True
2025-05-24,711.1,9.58,0.93,6.91,0.0,2.29,0.0,0.0,0.96,711.46,10.34,6.57,1.62,2026-06-27,True
2025-05-25,711.46,12.49,1.29,5.66,0.0,2.05,0.0,0.0,1.52,716.0,13.49,5.38,2.59,2026-06-27,True
2025-05-26,716.0,12.65,1.21,5.14,0.0,1.84,0.0,0.0,1.17,721.71,13.66,4.88,1.98,2026-06-27,True
2025-05-27,721.71,11.95,0.91,5.89,0.0,2.33,0.0,0.0,3.29,723.06,12.91,5.6,5.6,2026-06-27,True
2025-05-28,723.06,10.32,1.2,6.63,0.0,2.08,0.0,0.0,0.95,724.93,11.15,6.29,1.61,2026-06-27,True
2025-05-29,724.93,8.93,0.72,6.24,0.0,1.77,0.0,0.0,3.44,723.13,9.65,5.93,5.85,2026-06-27,True
2025-05-30,723.13,11.4,1.4,7.87,0.0,2.03,0.0,0.0,1.24,724.8,12.32,8.97,2.1,2026-06-27,True
2025-05-31,724.8,10.47,1.36,4.75,0.0,1.87,0.0,0.0,1.41,728.6,11.31,4.51,2.4,2026-06-27,True
2025-06-01,728.6,9.23,1.06,6.64,0.0,2.24,0.0,0.0,1.09,728.92,9.97,6.31,1.85,2026-06-27,True
2025-06-02,728.92,15.19,1.09,5.35,16.9,2.18,0.0,0.0,0.87,719.9,16.41,5.08,1.48,2026-06-27,True
2025-06-03,719.9,13.08,1.06,4.52,0.0,1.99,0.0,0.0,3.14,724.39,14.13,4.29,5.33,2026-06-27,True
2025-06-04,724.39,8.88,0.56,6.85,0.0,2.43,0.0,0.0,0.94,723.61,9.59,6.51,1.61,2026-06-27,True
2025-06-05,723.61,10.21,0.99,6.13,0.0,2.25,0.0,0.0,3.33,723.11,11.03,5.82,5.66,2026-06-27,True
2025-06-06,723.11,11.21,1.05,7.5,0.0,2.3,0.0,0.0,1.17,724.4,12.11,8.55,1.98,2026-06-27,True
2025-06-07,724.4,8.6,1.03,7.28,0.0,2.1,0.0,0.0,0.91,723.74,9.29,6.92,1.55,2026-06-27,True
2025-06-08,723.74,10.66,1.35,6.13,0.0,1.96,0.0,0.0,0.84,726.82,11.52,5.82,1.43,2026-06-27,True
2025-06-09,726.82,12.91,1.09,6.99,0.0,1.68,0.0,0.0,1.35,730.81,13.94,6.64,2.29,2026-06-27,True
2025-06-10,730.81,13.29,1.1,5.7,0.0,1.58,0.0,0.0,3.19,734.74,14.36,5.41,5.42,2026-06-27,True
2025-06-11,734.74,10.82,0.87,5.37,0.0,1.7,0.0,0.0,0.99,738.36,11.69,5.1,1.68,2026-06-27,True
2025-06-12,738.36,10.91,1.35,5.8,0.0,2.43,0.0,0.0,2.95,739.43,11.78,5.51,5.02,2026-06-27,True
2025-06-13,739.43,11.11,1.5,8.53,0.0,2.28,0.0,0.0,0.44,740.78,12.0,9.73,0.75,2026-06-27,True
2025-06-14,740.78,8.89,1.25,5.11,0.0,2.48,0.0,0.0,1.2,742.13,9.6,4.86,2.03,2026-06-27,True
2025-06-15,742.13,13.01,0.98,5.44,0.0,2.04,32.0,0.0,1.27,715.37,14.05,5.17,2.15,2026-06-27,True
2025-06-16,715.37,13.71,1.11,6.9,16.14,2.04,0.0,0.0,1.14,703.97,14.81,6.55,1.94,2026-06-27,True
2025-06-17,703.97,13.78,0.95,7.18,0.0,1.96,0.0,0.0,3.41,706.16,14.88,6.82,5.79,2026-06-27,True
2025-06-18,706.16,11.54,1.08,5.56,0.0,1.88,0.0,0.0,1.14,710.19,12.46,5.28,1.94,2026-06-27,True
2025-06-19,710.19,8.87,1.02,5.93,0.0,1.77,0.0,0.0,3.17,709.22,9.58,5.63,5.39,2026-06-27,True
2025-06-20,709.22,10.38,1.12,9.12,0.0,2.38,0.0,0.0,1.08,708.15,11.22,10.39,1.83,2026-06-27,True
2025-06-21,708.15,9.92,0.55,6.87,0.0,1.69,0.0,0.0,0.9,709.16,10.71,6.52,1.52,2026-06-27,True
2025-06-22,709.16,11.02,1.04,6.06,0.0,2.18,0.0,0.0,0.93,712.05,11.91,5.76,1.58,2026-06-27,True
2025-06-23,712.05,14.94,1.1,4.38,0.0,2.08,0.0,0.0,1.01,720.61,16.13,4.16,1.72,2026-06-27,True
2025-06-24,720.61,12.75,0.64,4.95,0.0,2.12,0.0,0.0,3.29,723.64,13.77,4.7,5.59,2026-06-27,True
2025-06-25,723.64,9.03,1.13,7.24,0.0,1.41,0.0,0.0,1.12,724.04,9.75,6.88,1.9,2026-06-27,True
2025-06-26,724.04,9.74,1.45,4.93,0.0,1.69,0.0,0.0,3.51,725.09,10.52,4.69,5.97,2026-06-27,True
2025-06-27,725.09,11.19,1.29,7.67,0.0,1.81,0.0,0.0,1.07,727.02,12.08,8.74,1.81,2026-06-27,True
2025-06-28,727.02,8.87,1.38,6.41,0.0,2.23,0.0,0.0,0.85,727.78,9.58,6.09,1.45,2026-06-27,True
2025-06-29,727.78,9.39,1.59,4.72,0.0,1.88,0.0,0.0,0.92,731.24,10.14,4.48,1.56,2026-06-27,True
2025-06-30,731.24,13.77,1.09,6.78,16.38,1.88,0.0,0.0,1.03,720.02,14.87,6.44,1.75,2026-06-27,True
2025-07-01,720.02,13.11,0.88,5.07,0.0,2.5,0.0,0.0,3.41,723.03,14.16,4.81,5.8,2026-06-27,True
2025-07-02,723.03,10.99,1.16,6.4,0.0,2.58,0.0,0.0,1.0,725.2,11.87,6.08,1.7,2026-06-27,True
2025-07-03,725.2,10.88,0.71,4.94,0.0,2.1,0.0,0.0,3.41,726.34,11.75,4.7,5.8,2026-06-27,True
2025-07-04,726.34,9.3,1.2,8.27,0.0,2.15,0.0,0.0,1.09,725.33,10.04,9.42,1.85,2026-06-27,True
2025-07-05,725.33,10.89,1.16,6.86,0.0,1.83,0.0,0.0,1.06,727.63,11.76,6.51,1.81,2026-06-27,True
2025-07-06,727.63,9.42,1.66,6.89,0.0,2.24,0.0,0.0,0.89,728.7,10.18,6.54,1.5,2026-06-27,True
2025-07-07,728.7,11.63,1.19,6.5,0.0,2.15,0.0,0.0,0.83,732.04,12.56,6.18,1.41,2026-06-27,True
2025-07-08,732.04,14.06,1.64,4.99,0.0,2.22,0.0,0.0,3.11,737.44,15.19,4.74,5.28,2026-06-27,True
2025-07-09,737.44,9.93,1.21,6.41,0.0,1.98,0.0,0.0,0.97,739.21,10.73,6.09,1.65,2026-06-27,True
2025-07-10,739.21,9.05,1.35,6.27,0.0,1.9,0.0,0.0,3.43,738.01,9.77,5.96,5.84,2026-06-27,True
2025-07-11,738.01,8.85,1.34,10.21,0.0,2.73,0.0,0.0,1.31,733.96,9.56,11.63,2.22,2026-06-27,True
2025-07-12,733.96,11.77,0.89,4.41,0.0,2.52,0.0,0.0,1.07,738.61,12.71,4.19,1.83,2026-06-27,True
2025-07-13,738.61,8.34,0.81,4.9,0.0,1.95,0.0,0.0,1.06,739.87,9.01,4.65,1.79,2026-06-27,True
2025-07-14,739.87,14.15,0.84,5.27,16.79,2.19,0.0,0.0,0.67,729.95,15.29,5.0,1.14,2026-06-27,True
2025-07-15,729.95,14.18,0.78,6.52,0.0,2.12,32.0,0.0,3.29,700.98,15.31,6.19,5.59,2026-06-27,True
2025-07-16,700.98,8.12,1.44,5.13,0.0,2.03,0.0,0.0,0.99,702.39,8.77,4.88,1.69,2026-06-27,True
