date,opening_cash,customer_receipts,other_inflows,supplier_payments,payroll,operating_expenses,debt_service,capex,fx_payments,closing_cash,ar_due,ap_due,currency_exposure,data_updated_at,is_actual
2025-03-14,1537.03,8.82,1.78,9.07,0.0,2.44,0.0,0.0,0.98,1535.14,9.53,10.34,1.13,2026-06-27,True
2025-03-15,1535.14,8.77,1.22,6.64,0.0,2.06,32.0,0.0,0.91,1503.53,9.47,6.3,1.04,2026-06-27,True
2025-03-16,1503.53,11.11,1.09,7.62,0.0,2.35,0.0,0.0,0.64,1505.1,12.0,7.24,0.74,2026-06-27,True
2025-03-17,1505.1,10.36,1.7,6.25,0.0,2.42,0.0,0.0,0.93,1507.55,11.19,5.94,1.08,2026-06-27,True
2025-03-18,1507.55,13.35,1.11,6.17,0.0,2.17,0.0,0.0,2.59,1511.08,14.42,5.86,2.98,2026-06-27,True
2025-03-19,1511.08,11.12,1.09,5.77,0.0,2.51,0.0,0.0,1.05,1513.95,12.01,5.48,1.21,2026-06-27,True
2025-03-20,1513.95,9.03,1.01,6.8,0.0,2.44,0.0,0.0,2.48,1512.28,9.75,6.46,2.85,2026-06-27,True
2025-03-21,1512.28,8.97,1.23,9.23,0.0,2.33,0.0,0.0,0.86,1510.06,9.68,10.52,0.99,2026-06-27,True
2025-03-22,1510.06,7.76,1.13,4.79,0.0,2.7,0.0,0.0,0.91,1510.55,8.38,4.55,1.04,2026-06-27,True
2025-03-23,1510.55,8.68,0.96,6.28,0.0,2.31,0.0,0.0,1.05,1510.54,9.37,5.96,1.21,2026-06-27,True
2025-03-24,1510.54,10.49,1.29,6.29,16.52,2.44,0.0,0.0,1.0,1496.07,11.33,5.98,1.14,2026-06-27,True
2025-03-25,1496.07,12.18,1.24,6.09,0.0,2.07,0.0,0.0,2.75,1498.58,13.15,5.78,3.16,2026-06-27,True
2025-03-26,1498.58,8.55,1.59,6.35,0.0,2.79,0.0,0.0,0.84,1498.74,9.23,6.03,0.96,2026-06-27,True
2025-03-27,1498.74,10.45,1.23,5.06,0.0,2.32,0.0,0.0,2.6,1500.44,11.29,4.81,2.99,2026-06-27,True
2025-03-28,1500.44,9.38,0.74,10.03,0.0,2.19,0.0,0.0,0.86,1497.48,10.13,11.43,0.99,2026-06-27,True
2025-03-29,1497.48,8.91,0.76,5.14,0.0,1.9,0.0,0.0,0.79,1499.32,9.63,4.88,0.91,2026-06-27,True
2025-03-30,1499.32,9.96,1.44,6.97,0.0,2.29,0.0,0.0,0.58,1500.88,10.76,6.63,0.66,2026-06-27,True
2025-03-31,1500.88,10.18,0.99,5.7,0.0,2.41,0.0,0.0,0.97,1502.96,10.99,5.42,1.12,2026-06-27,True
2025-04-01,1502.96,10.44,1.22,7.87,0.0,1.73,0.0,0.0,2.46,1502.56,11.27,7.48,2.83,2026-06-27,True
2025-04-02,1502.56,9.3,0.91,5.49,0.0,2.36,0.0,0.0,0.7,1504.23,10.05,5.22,0.8,2026-06-27,True
2025-04-03,1504.23,6.4,0.6,4.99,0.0,2.14,0.0,0.0,2.7,1501.4,6.92,4.74,3.11,2026-06-27,True
2025-04-04,1501.4,9.41,1.34,8.78,0.0,2.4,0.0,0.0,0.89,1500.07,10.16,10.01,1.03,2026-06-27,True
2025-04-05,1500.07,7.96,1.21,7.45,0.0,2.06,0.0,0.0,0.87,1498.87,8.6,7.07,1.0,2026-06-27,True
2025-04-06,1498.87,9.2,1.1,8.22,0.0,2.6,0.0,0.0,0.66,1497.69,9.93,7.81,0.75,2026-06-27,True
2025-04-07,1497.69,12.45,1.02,6.84,16.81,2.45,0.0,0.0,0.65,1484.42,13.45,6.49,0.75,2026-06-27,True
2025-04-08,1484.42,12.65,0.95,7.41,0.0,2.35,0.0,0.0,2.64,1485.63,13.66,7.04,3.03,2026-06-27,True
2025-04-09,1485.63,8.24,1.09,5.1,0.0,2.37,0.0,0.0,0.91,1486.57,8.9,4.85,1.05,2026-06-27,True
2025-04-10,1486.57,9.71,1.04,5.9,0.0,2.42,0.0,0.0,2.75,1486.25,10.48,5.6,3.17,2026-06-27,True
2025-04-11,1486.25,8.96,1.26,9.03,0.0,2.23,0.0,0.0,0.62,1484.59,9.68,10.3,0.71,2026-06-27,True
2025-04-12,1484.59,9.01,0.9,7.58,0.0,2.13,0.0,0.0,1.07,1483.73,9.73,7.2,1.23,2026-06-27,True
2025-04-13,1483.73,8.32,1.56,7.87,0.0,2.44,0.0,0.0,1.2,1482.09,8.98,7.47,1.38,2026-06-27,True
2025-04-14,1482.09,11.29,1.29,7.41,0.0,2.46,0.0,0.0,1.16,1483.64,12.19,7.04,1.33,2026-06-27,True
2025-04-15,1483.64,11.09,0.97,7.1,0.0,2.49,32.0,0.0,2.81,1451.3,11.98,6.75,3.23,2026-06-27,True
2025-04-16,1451.3,9.59,0.91,6.46,0.0,2.17,0.0,0.0,0.87,1452.31,10.36,6.13,1.0,2026-06-27,True
2025-04-17,1452.31,7.94,0.96,6.62,0.0,2.47,0.0,0.0,2.71,1449.4,8.58,6.29,3.11,2026-06-27,True
2025-04-18,1449.4,7.57,0.76,10.07,0.0,2.5,0.0,0.0,0.89,1444.27,8.17,11.48,1.02,2026-06-27,True
2025-04-19,1444.27,9.1,0.84,7.07,0.0,2.15,0.0,0.0,0.8,1444.19,9.83,6.72,0.92,2026-06-27,True
2025-04-20,1444.19,8.48,1.08,6.87,0.0,1.97,0.0,0.0,1.16,1443.75,9.16,6.53,1.34,2026-06-27,True
2025-04-21,1443.75,12.7,1.5,5.57,15.62,2.14,0.0,0.0,0.46,1434.16,13.71,5.29,0.52,2026-06-27,True
2025-04-22,1434.16,13.19,0.96,7.28,0.0,2.25,0.0,0.0,2.53,1436.25,14.24,6.92,2.91,2026-06-27,True
2025-04-23,1436.25,8.96,0.79,7.54,0.0,2.31,0.0,0.0,0.86,1435.28,9.68,7.17,0.99,2026-06-27,True
2025-04-24,1435.28,9.0,1.94,41.16,0.0,2.99,0.0,0.0,2.55,1399.52,9.72,39.11,2.94,2026-06-27,True
2025-04-25,1399.52,7.94,1.06,9.2,0.0,2.25,0.0,0.0,0.62,1396.45,8.58,10.48,0.72,2026-06-27,True
2025-04-26,1396.45,10.2,1.15,7.1,0.0,2.32,0.0,0.0,1.26,1397.12,11.02,6.75,1.44,2026-06-27,True
2025-04-27,1397.12,8.62,1.23,5.58,0.0,2.19,0.0,0.0,0.76,1398.43,9.31,5.3,0.88,2026-06-27,True
2025-04-28,1398.43,11.4,1.11,5.14,0.0,2.22,0.0,0.0,0.92,1402.66,12.31,4.89,1.05,2026-06-27,True
2025-04-29,1402.66,12.46,1.01,7.14,0.0,2.5,0.0,0.0,2.35,1404.13,13.45,6.79,2.7,2026-06-27,True
2025-04-30,1404.13,6.06,1.09,7.49,0.0,2.19,0.0,0.0,0.85,1400.76,6.54,7.12,0.98,2026-06-27,True
2025-05-01,1400.76,8.66,0.89,5.75,0.0,2.18,0.0,0.0,2.57,1399.8,9.36,5.46,2.95,2026-06-27,True
2025-05-02,1399.8,7.42,1.02,8.82,0.0,2.29,0.0,0.0,1.1,1396.03,8.01,10.05,1.27,2026-06-27,True
2025-05-03,1396.03,8.49,1.02,6.68,0.0,2.19,0.0,0.0,1.01,1395.66,9.16,6.34,1.17,2026-06-27,True
2025-05-04,1395.66,10.21,1.03,5.18,0.0,2.21,0.0,0.0,0.84,1398.67,11.03,4.92,0.96,2026-06-27,True
2025-05-05,1398.67,13.32,1.3,6.11,16.29,1.79,0.0,0.0,0.86,1388.26,14.39,5.8,0.99,2026-06-27,True
2025-05-06,1388.26,11.09,0.97,6.05,0.0,2.21,0.0,0.0,2.99,1389.07,11.98,5.74,3.44,2026-06-27,True
2025-05-07,1389.07,9.78,1.3,6.48,0.0,2.22,0.0,0.0,0.81,1390.63,10.56,6.16,0.94,2026-06-27,True
2025-05-08,1390.63,9.43,1.26,7.85,0.0,2.73,0.0,0.0,2.4,1388.35,10.19,7.46,2.76,2026-06-27,True
2025-05-09,1388.35,8.24,0.94,9.24,0.0,2.39,0.0,0.0,0.91,1384.99,8.9,10.53,1.05,2026-06-27,True
2025-05-10,1384.99,10.33,1.22,4.66,0.0,2.24,0.0,0.0,1.11,1388.53,11.16,4.43,1.28,2026-06-27,True
2025-05-11,1388.53,10.23,1.25,5.76,0.0,2.62,0.0,0.0,0.89,1390.73,11.04,5.47,1.03,2026-06-27,True
2025-05-12,1390.73,11.74,0.83,7.67,0.0,2.13,0.0,0.0,0.66,1392.86,12.68,7.28,0.76,2026-06-27,True
2025-05-13,1392.86,10.64,0.93,7.45,0.0,2.33,0.0,0.0,3.11,1391.55,11.49,7.07,3.58,2026-06-27,True
2025-05-14,1391.55,8.58,1.06,6.9,0.0,2.02,0.0,0.0,0.8,1391.46,9.26,6.56,0.92,2026-06-27,True
2025-05-15,1391.46,10.21,0.68,6.9,0.0,1.99,32.0,0.0,3.02,1358.43,11.03,6.56,3.47,2026-06-27,True
2025-05-16,1358.43,11.17,0.97,8.89,0.0,2.69,0.0,0.0,0.93,1358.06,12.06,10.14,1.07,2026-06-27,True
2025-05-17,1358.06,8.76,1.37,5.59,0.0,2.32,0.0,0.0,0.87,1359.41,9.46,5.31,1.0,2026-06-27,True
2025-05-18,1359.41,9.64,0.96,6.83,0.0,2.18,0.0,0.0,0.72,1360.28,10.42,6.49,0.83,2026-06-27,True
2025-05-19,1360.28,11.83,0.94,7.12,14.52,1.95,0.0,0.0,0.78,1348.7,12.78,6.76,0.89,2026-06-27,True
2025-05-20,1348.7,13.26,0.79,5.95,0.0,2.51,0.0,0.0,2.8,1351.5,14.32,5.65,3.21,2026-06-27,True
2025-05-21,1351.5,10.11,1.04,6.82,0.0,2.11,0.0,0.0,0.74,1352.98,10.92,6.48,0.85,2026-06-27,True
2025-05-22,1352.98,8.62,0.97,6.99,0.0,1.91,0.0,0.0,2.68,1351.0,9.31,6.64,3.08,2026-06-27,True
2025-05-23,1351.0,9.62,1.24,9.7,0.0,2.17,0.0,0.0,0.9,1349.09,10.39,11.06,1.03,2026-06-27,True
2025-05-24,1349.09,11.1,1.32,6.52,0.0,2.42,0.0,0.0,0.98,1351.59,11.99,6.19,1.13,2026-06-27,True
2025-05-25,1351.59,9.86,1.16,6.45,0.0,2.2,0.0,0.0,0.82,1353.15,10.65,6.13,0.94,2026-06-27,True
2025-05-26,1353.15,11.69,1.19,7.93,0.0,2.15,0.0,0.0,1.04,1354.91,12.63,7.53,1.2,2026-06-27,True
2025-05-27,1354.91,11.44,1.09,5.96,0.0,2.28,0.0,0.0,2.51,1356.7,12.36,5.66,2.89,2026-06-27,True
2025-05-28,1356.7,9.46,1.41,7.05,0.0,1.57,0.0,0.0,1.04,1357.91,10.21,6.7,1.19,2026-06-27,True
2025-05-29,1357.91,9.41,0.6,45.63,0.0,2.49,0.0,0.0,3.05,1316.74,10.16,43.35,3.51,2026-06-27,True
2025-05-30,1316.74,10.56,1.09,9.44,0.0,2.27,0.0,0.0,1.11,1315.57,11.4,10.77,1.28,2026-06-27,True
2025-05-31,1315.57,9.21,1.13,5.46,0.0,2.32,0.0,0.0,0.83,1317.3,9.94,5.18,0.95,2026-06-27,True
2025-06-01,1317.3,8.07,1.16,5.97,0.0,1.74,0.0,0.0,0.83,1317.99,8.71,5.67,0.96,2026-06-27,True
2025-06-02,1317.99,11.24,0.89,5.37,15.65,2.4,0.0,0.0,0.87,1305.83,12.14,5.1,1.01,2026-06-27,True
2025-06-03,1305.83,12.0,1.27,7.51,0.0,2.29,0.0,0.0,2.87,1306.43,12.95,7.13,3.3,2026-06-27,True
2025-06-04,1306.43,10.25,0.68,6.71,0.0,2.36,0.0,0.0,0.64,1307.65,11.07,6.37,0.74,2026-06-27,True
2025-06-05,1307.65,8.45,0.85,46.98,0.0,3.0,0.0,0.0,2.82,1264.15,9.12,44.63,3.24,2026-06-27,True
2025-06-06,1264.15,9.18,0.95,9.21,0.0,2.55,0.0,0.0,1.11,1261.41,9.91,10.5,1.28,2026-06-27,True
2025-06-07,1261.41,9.17,0.81,7.1,0.0,2.56,0.0,0.0,1.18,1260.54,9.9,6.75,1.36,2026-06-27,True
2025-06-08,1260.54,6.54,1.24,5.72,0.0,2.09,0.0,0.0,0.78,1259.74,7.07,5.44,0.89,2026-06-27,True
2025-06-09,1259.74,12.53,1.17,5.9,0.0,2.7,0.0,0.0,0.95,1263.89,13.54,5.61,1.09,2026-06-27,True
2025-06-10,1263.89,10.63,0.64,5.46,0.0,2.15,0.0,0.0,2.62,1264.93,11.48,5.19,3.02,2026-06-27,True
2025-06-11,1264.93,8.1,0.63,5.93,0.0,2.27,0.0,0.0,0.48,1264.98,8.75,5.64,0.55,2026-06-27,True
2025-06-12,1264.98,9.96,1.08,6.23,0.0,2.5,0.0,0.0,2.7,1264.59,10.76,5.92,3.11,2026-06-27,True
2025-06-13,1264.59,9.03,0.9,9.99,0.0,2.09,0.0,0.0,1.15,1261.29,9.76,11.39,1.32,2026-06-27,True
2025-06-14,1261.29,8.87,0.64,7.59,0.0,2.5,0.0,0.0,0.86,1259.85,9.58,7.21,0.99,2026-06-27,True
2025-06-15,1259.85,9.59,1.03,6.66,0.0,2.06,32.0,0.0,1.09,1228.65,10.36,6.33,1.26,2026-06-27,True
2025-06-16,1228.65,12.43,1.25,6.92,17.31,1.9,0.0,0.0,0.51,1215.7,13.43,6.57,0.59,2026-06-27,True
2025-06-17,1215.7,11.22,1.1,7.04,0.0,2.57,0.0,0.0,2.67,1215.73,12.12,6.69,3.07,2026-06-27,True
2025-06-18,1215.73,8.05,0.69,7.65,0.0,2.41,0.0,0.0,1.04,1213.37,8.7,7.27,1.2,2026-06-27,True
2025-06-19,1213.37,7.75,1.31,5.71,0.0,1.95,0.0,0.0,2.82,1211.95,8.37,5.43,3.24,2026-06-27,True
2025-06-20,1211.95,8.29,1.18,10.58,0.0,2.23,0.0,0.0,1.08,1207.53,8.96,12.07,1.24,2026-06-27,True
2025-06-21,1207.53,8.58,1.06,6.98,0.0,2.06,0.0,0.0,0.8,1207.32,9.26,6.63,0.92,2026-06-27,True
2025-06-22,1207.32,8.32,1.22,6.63,0.0,2.04,0.0,0.0,1.0,1207.19,8.99,6.3,1.15,2026-06-27,True
2025-06-23,1207.19,12.41,0.54,6.45,0.0,2.08,0.0,0.0,0.85,1210.76,13.4,6.13,0.98,2026-06-27,True
2025-06-24,1210.76,10.49,1.11,4.09,0.0,2.82,0.0,0.0,2.74,1212.71,11.33,3.88,3.15,2026-06-27,True
2025-06-25,1212.71,10.01,1.1,6.67,0.0,2.19,0.0,0.0,1.06,1213.9,10.82,6.34,1.22,2026-06-27,True
2025-06-26,1213.9,9.72,1.19,6.45,0.0,2.65,0.0,0.0,2.68,1213.04,10.5,6.13,3.08,2026-06-27,True
2025-06-27,1213.04,10.31,1.23,9.7,0.0,2.03,0.0,0.0,0.88,1211.97,11.14,11.05,1.02,2026-06-27,True
2025-06-28,1211.97,9.14,0.75,6.75,0.0,2.44,0.0,0.0,1.04,1211.63,9.87,6.41,1.2,2026-06-27,True
2025-06-29,1211.63,9.16,1.18,6.45,0.0,2.24,0.0,0.0,0.84,1212.43,9.89,6.13,0.97,2026-06-27,True
2025-06-30,1212.43,12.57,0.91,6.3,16.77,2.23,0.0,0.0,1.04,1199.57,13.57,5.98,1.19,2026-06-27,True
2025-07-01,1199.57,10.99,1.16,7.87,0.0,2.67,0.0,0.0,2.99,1198.19,11.87,7.47,3.44,2026-06-27,True
2025-07-02,1198.19,9.81,1.51,5.89,0.0,2.08,0.0,0.0,0.82,1200.72,10.59,5.59,0.95,2026-06-27,True
2025-07-03,1200.72,9.75,1.21,6.03,0.0,2.54,0.0,0.0,2.88,1200.24,10.53,5.73,3.31,2026-06-27,True
2025-07-04,1200.24,10.09,0.85,11.61,0.0,2.62,0.0,0.0,0.79,1196.16,10.9,13.24,0.91,2026-06-27,True
2025-07-05,1196.16,8.23,0.97,4.93,0.0,2.4,0.0,0.0,0.7,1197.34,8.89,4.69,0.8,2026-06-27,True
2025-07-06,1197.34,11.23,0.95,6.34,0.0,1.73,0.0,0.0,0.77,1200.69,12.13,6.02,0.88,2026-06-27,True
2025-07-07,1200.69,11.62,1.27,7.35,0.0,2.46,0.0,0.0,0.97,1202.8,12.55,6.98,1.11,2026-06-27,True
2025-07-08,1202.8,13.05,1.53,5.48,0.0,2.05,0.0,0.0,2.82,1207.03,14.09,5.2,3.25,2026-06-27,True
2025-07-09,1207.03,8.09,0.66,7.55,0.0,2.42,0.0,0.0,1.22,1204.59,8.74,7.17,1.41,2026-06-27,True
2025-07-10,1204.59,9.18,0.85,6.98,0.0,2.32,0.0,0.0,2.59,1202.72,9.91,6.63,2.97,2026-06-27,True
